Postcode,City,Section,Buyertype,#N/A
3600,Genk,QQ,Kind (-12j),
3600,Genk,S,Volwassene,
3680,Maaseik,C,Kind (-12j),
3680,Maaseik,C,Kind (-12j),
3900,overpelt,C,Jongeren -18,
3500,hasselt ,SS,Volwassene,
3500,hasselt,SS,Kind (-12j),
3730,Hoeselt,I,Volwassene,
3590,Diepenbeek,HH,Volwassene,
3630,maasmechelen,Q1,Jongeren -21,
3600,Genk,QQ,Volwassene,
3600,Genk,QQ,Volwassene,
3680,opoeteren,S,Kind (-12j),
3590,Diepenbeek,LL,Volwassene,
3631,Maasmechelen,FF,Volwassene,
3680,Maaseik,GG,Volwassene,
3840,Borgloon,MM,Volwassene,
3740,Bilzen,NN,Jongeren -18,
3600,GENK,N,Volwassene,
3650,Stokkem,RR,Volwassene,
3830,welle,BB,Kind (-12j),
2430,Laakdal,Z4,Jongeren -18,
3000,Leuven,GG,Jongeren -18,
3940,bree,DD,Volwassene,
3582,Koersel,CC,Volwassene,
3950,bocholt,HH,Minder validen,
3950,bocholt,HH,Kind (-12j),
3600,Genk,MM,Kind (-12j),
3530,houthalen,GG,Volwassene,
3530,houthalen,GG,Volwassene,
3530,houthalen,GG,Jongeren -18,
3910,Neerpelt,R,Volwassene,
3600,Genk,BB,Kind (-12j),
3560,Lummen,RR,Kind (-12j),
3630,Maasmechelen,L,Volwassene,
3730,hoeselt,R,Jongeren -21,
3620,Lanaken,K,Volwassene,
3582,beringen,T,Volwassene,
3630,Maasmechelen,GG,Kind (-12j),
3665,as,T,Volwassene,
3660,Oudsbergen,I,Volwassene,
3660,Oudsbergen,I,Jongeren -18,
3500,Hasselt,II,Volwassene,
3530,helchteren,T,Jongeren -21,
3770,riemst,CC,Kind (-12j),
3370,Boutersem,QQ,Kind (-12j),
3620,Lanaken,T,Volwassene,
3140,Keerbergen,MM,Volwassene,
3620,Lanaken,R,Volwassene,
3945,Ham,LL,Volwassene,
3680,neeroeteren,Q1,Volwassene,
3500,Hasselt,H,Volwassene,
2440,GEEL,CC,Minder validen,
3700,Tongeren,SS,Volwassene,
3700,Tongeren,RR,Volwassene,
3730,Hoeselt,Z3,Volwassene,
3730,Hoeselt,Z3,Volwassene,
3293,Diest,LL,Volwassene,
3293,Diest,LL,Volwassene,
3293,Diest,LL,Volwassene,
3293,Diest,LL,Volwassene,
3293,Diest,LL,Volwassene,
3582,Beringen,QQ,Kind (-12j),
3540,Herk de Stad,P,Volwassene,
3520,zonhoven,Z6,Volwassene,
3945,Oostham,MM,Volwassene,
3950,kaulille,T,Volwassene,
3530,Helchteren,S,Volwassene,
3530,houthalen,HH,Volwassene,
3590,diepenbeek,JJ,Volwassene,
3600,Genk,KK,Volwassene,
3950,kaulille,T,Jongeren -21,
3830,Wellen,PP,Volwassene,
2860,Sint-Katelijne-Waver,KK,Volwassene,
3550,heusden,QQ,Jongeren -18,
3550,heusden,QQ,Jongeren -18,
3740,Bilzen,N,Volwassene,
3520,ZONHOVEN,Z6,Volwassene,
3700,Tongeren,LL,Kind (-12j),
3830,Wellen,U,Volwassene,
3550,Heusden-zolder,CC,Volwassene,
3900,Overpelt,SS,Volwassene,
3680,Maaseik ,Q1,Volwassene,
3650,Dilsen-Stokkem ,R,Volwassene,
3530,Houthalen,KK,Volwassene,
3620,Lanaken,R,Volwassene,
3945,Ham,JJ,Volwassene,
3660,Oudsbergen,GG,Volwassene,
3640,kinrooi,KK,Jongeren -18,
3670,Oudsbergen,CC,Jongeren -18,
3670,Oudsbergen,CC,Jongeren -18,
3590,diepenbeek,R,Jongeren -21,
3560,lummen,KK,Volwassene,
3560,lummen,KK,Volwassene,
3770,Riemst,SS,Volwassene,
3770,Riemst,Q1,Jongeren -21,
3770,Riemst,Q1,Jongeren -21,
3631,maasmechelen,FF,Jongeren -18,
3830,Wellen,NN,Volwassene,
3941,Eksel ,J,Volwassene,
3600,Genk,MM,Jongeren -18,
4450,Slins,Z4,Volwassene,
4450,Slins,Z4,Volwassene,
3600,Genk,T,Jongeren -21,
3670,Oudsbergen,HH,Volwassene,
3680,neeroeteren,OO,Volwassene,
3550,Heusden-Zolder,DD,Jongeren -18,
2450,Meerhout,KK,Volwassene,
2450,Meerhout,Z7,Volwassene,
3271,Zichem ,L,Volwassene,
3270,Scherpenheuvel,L,Volwassene,
3720,Kortessem,KK,Volwassene,
2235,Westmeerbeek,HH,Volwassene,
3530,Houthalen,HH,Volwassene,
3630,Maasmechelen,JJ,Jongeren -18,
3581,Beverlo,QQ,Jongeren -18,
3590,diepenbeek,TT,Volwassene,
2440,Geel,KK,Volwassene,
3730,hoeselt,NN,Volwassene,
3910,Neerpelt,D,Volwassene,
3570,alken,F,Kind (-12j),
3850,kozen,SS,Kind (-12j),
3850,Kozen,SS,Kind (-12j),
3040,Huldenberg,HH,Jongeren -18,
3040,huldenberg,HH,Jongeren -18,
3600,Genk,MM,Kind (-12j),
3510,spalbeek,O,Kind (-12j),
3202,Rillaar,Z8,Jongeren -18,
3600,genk,LL,Jongeren -18,
3600,Genk,LL,Jongeren -18,
3690,zutendaal,FF,Volwassene,
3740,bilzen,MM,Jongeren -18,
3560,Linkhout,S,Volwassene,
3520,zonhoven,H,Kind (-12j),
3940,Hechtel,CC,Volwassene,
3700,tongeren,LL,Volwassene,
3700,Tongeren,LL,Volwassene,
3530,Houthalen-Oost,CC,Volwassene,
1852,Grimbergen,S,Volwassene,
3830,Wellen,PP,Volwassene,
3665,as,QQ,Kind (-12j),
3680,maaseik,S,Volwassene,
3600,genk,TT,Kind (-12j),
3910,Pelt,EE,Volwassene,
3600,Genk,TT,Kind (-12j),
3940,Hechtel-Eksel,BB,Jongeren -18,
3600,Genk,TT,Volwassene,
3940,Hechtel-Eksel,BB,Volwassene,
3600,genk,TT,Kind (-12j),
3583,beringen,L,Jongeren -18,
3512,stevoort,NN,Volwassene,
3550,heusden zoler,N,Kind (-12j),
9185,Wachtebeke ,S,Volwassene,
3530,Houthalen-Oost,CC,Minder validen,
2880,Bornem,R,Volwassene,
3530,Houthalen,S,Volwassene,
3550,Heusden,RR,Volwassene,
2460,Kasterlee,II,Jongeren -18,
3520,Zonhoven,RR,Volwassene,
3530,Helchteren,Q1,Volwassene,
3890,Gingelom,KK,Jongeren -18,
3600,genk,BB,Volwassene,
3630,Maasmechelen,CC,NA Volw.,
3650,stokkem,C,Jongeren -18,
3550,Heusden,RR,Volwassene,
3550,Heusden,RR,Jongeren -18,
3550,Heusden,RR,Jongeren -18,
3550,zolder,O,Kind (-12j),
3650,dilsen,UU,Kind (-12j),
3650,Dilsen stokkem,D,Jongeren -18,
3583,Paal,QQ,Kind (-12j),
3650,lummen,QQ,Jongeren -18,
3540,herk de stad,EE,Jongeren -18,
3511,Stokrooie,R,Volwassene,
3511,Stokrooie,R,Jongeren -21,
3730,Hoeselt,Z1,Minder validen,
3920,Lommel,S,Jongeren -21,
3520,Zonhoven,JJ,Jongeren -18,
3620,Lanaken,S,Volwassene,
3650,Dilsen,D,Volwassene,
3650,Dilsen Stokkem,D,Volwassene,
3670,Oudsbergen,S,Volwassene,
3630,Maasmechelen,T,Jongeren -21,
3530,Houthalen-Helchteren,UU,Kind (-12j),
3680,neeroeteren,JJ,Jongeren -18,
3680,neeroeteren,JJ,Volwassene,
3360,Bierbeek,EE,Volwassene,
3511,Stokrooi,O,Kind (-12j),
3530,Houthalen,O,Jongeren -18,
3530,Houthalen,O,Jongeren -18,
2490,balen,SS,Jongeren -18,
2490,balen,SS,Volwassene,
3740,bilzen,Q1,Jongeren -21,
3520,zonhoven,R,Kind (-12j),
3550,Heusden-Zolder,PP,Volwassene,
3960,Bree,TT,Kind (-12j),
3670,Oudsbergen,TT,Jongeren -18,
3670,Oudsbergen,TT,Jongeren -18,
3660,Oudsbergen,TT,Volwassene,
3660,Oudsbergen,TT,Volwassene,
3670,Oudsbergen,R,Volwassene,
9940,Evergem,S,NA Volw.,
3570,Alken,Q1,Volwassene,
3740,Bilzen,S,Volwassene,
3620,Lanaken,Z2,Volwassene,
3570,Alken,R,Minder validen,
3520,zonhoven,G,Kind (-12j),
3583,Paal,BB,Volwassene,
3460,bekkevoort,I,NA kind -12j,
3460,bekkevoort,I,Volwassene,
3570,Alken,S,Volwassene,
3581,beverlo,OO,Jongeren -18,
3660,Oudsbergen,CL1,Jongeren -18,
3990,Peer,TT,Kind (-12j),
3900,Overpelt,S,Volwassene,
3900,Overpelt,S,Jongeren -21,
3631,maasmechelen,RR,Kind (-12j),
3950,Bocholt,SS,Volwassene,
Hever,3191,L,Volwassene,
3680,Neeroeteren,S,Volwassene,
3660,Oudsbergen,DD,NA Volw.,
3680,Maaseik,TT,Volwassene,
3630,Maasmechelen,R,Volwassene,
3630,Maasmechelen,HH,NA Volw.,
3630,Maasmechelen,HH,NA Volw.,
3950,bocholt,U,Volwassene,
3640,Kinrooi,Q1,Jongeren -21,
3500,hasselt,S,Jongeren -21,
3920,lommel,TT,Volwassene,
3473,Waanrode,II,Volwassene,
3620,Veldwezelt ,L,Volwassene,
3581,Beverlo,EE,Volwassene,
3530,Houthalen-Oost,CC,Volwassene,
3530,Houthalen-Helchteren,UU,Volwassene,
3111,Wezemaal,J,Kind (-12j),
3770,Riemst,T,Volwassene,
3830,Wellen,S,Volwassene,
3520,Zonhoven,R,Volwassene,
3680,opoeteren,RR,Volwassene,
3680,Opoeteren,RR,Jongeren -18,
3960,Bree,Q1,Volwassene,
3940,Eksel,JJ,Volwassene,
2430,Laakdal,DD,Jongeren -18,
3290,Diest,DD,Volwassene,
2430,Laakdal,DD,Volwassene,
3740,Bilzen,S,Volwassene,
3581,beringen,DD,Kind (-12j),
3530,Houthalen,RR,Volwassene,
2450,Meerhout,OO,Volwassene,
3945,Ham,R,Volwassene,
2480,Dessel,L,Volwassene,
9820,Merelbeke,T,Volwassene,
2310,Rijkevorsel,QQ,Volwassene,
3600,Genk,T,Volwassene,
3540,schulen,G,Jongeren -18,
3583,Paal,F,Volwassene,
3600,Genk,TT,Kind (-12j),
3600,Genk,TT,Jongeren -18,
3560,lummen,CL2,Volwassene,
3545,halen,CL2,Volwassene,
3630,maasmechelen,MM,Minder validen,
3583,paal,OO,Kind (-12j),
3650,dilsen,TT,Kind (-12j),
3630,maasmechelen,TT,Volwassene,
3660,Oudsbergen,BB,Volwassene,
2640,Mortsel,MM,Jongeren -18,
2640,mortsel,MM,Jongeren -18,
3600,Genk,UU,Volwassene,
3770,Membruggen,MM,Volwassene,
3960,Bree,U,Volwassene,
3550,Heusden-Zolder,NN,Volwassene,
3660,Oudsbergen,Q1,Volwassene,
3910,Neerpelt,SS,Volwassene,
3550,Heusden-Zolder,NN,Jongeren -18,
3550,Heusden-Zolder,NN,Jongeren -18,
3680,Maaseik,II,Volwassene,
3500,hasselt,II,Volwassene,
3910,neerpelt,SS,Volwassene,
3600,genk,TT,Jongeren -18,
3600,genk,CC,Kind (-12j),
3660,Oudsbergen,UU,Volwassene,
3600,Genk,E,Volwassene,
3740,Bilzen,S,Volwassene,
3740,Bilzen,S,Jongeren -21,
3580,Beringen,S,Volwassene,
3960,bree,NN,Volwassene,
3271,Zichem,II,NA Volw.,
3660,Oudsbergen,PP,Volwassene,
3680,Neeroeteren,JJ,Volwassene,
3690,Zutendaal,T,Jongeren -21,
3061,LEEFDAAL,O,Kind (-12j),
3770,Kanne,RR,Jongeren -18,
3910,Neerpelt,TT,Volwassene,
3680,maaseik,S,Jongeren -21,
3582,Koersel,II,Volwassene,
3520,Zonhoven,R,Jongeren -21,
3770,Riemst,RR,Jongeren -18,
3630,Maasmechelen,DD,Volwassene,
3660,Oudsbergen,NN,Volwassene,
3660,Oudsbergen,NN,Volwassene,
3665,As,NN,Kind (-12j),
3660,Oudsbergen,NN,Jongeren -18,
3530,Helchteren,NN,Volwassene,
3630,Maasmechelen,H,Volwassene,
3670,Oudsbergen,NN,Volwassene,
3670,Oudsbergen,NN,Volwassene,
3960,Bree,NN,Volwassene,
3590,Diepenbeek,H,Jongeren -18,
3570,Alken,HH,Volwassene,
3680,Opoeteren,TT,Volwassene,
3640,Kinrooi,F,NA Volw.,
3210,Lubbeek,Z7,Volwassene,
3545,Halen,Z4,Volwassene,
3920,Lommel,EE,Volwassene,
3960,Bree,HH,Volwassene,
3910,Neerpelt,R,Volwassene,
3600,Genk,O,Volwassene,
3600,Genk,O,Volwassene,
3600,Genk,R,Volwassene,
3550,Heusden-Zolder,FF,Jongeren -18,
3640,kinrooi,T,Volwassene,
3590,Diepenbeek,BAOW,Minder validen,
1785,merchtem,PP,Volwassene,
1910,Berg,Q1,Volwassene,
3945,Ham,S,Volwassene,
3500,Hasselt,Q1,NA Volw.,
3980,Tessenderlo,DD,Volwassene,
3920,Lommel,EE,Volwassene,
3960,Bree,UU,Volwassene,
3670,Oudsbergen,T,Volwassene,
3582,KOERSEL,S,Volwassene,
3950,Kaulille,R,Jongeren -21,
3581,Beverlo ,S,Minder validen,
3581,Beverlo,S,Volwassene,
2970,Schilde,LL,Volwassene,
2970,Schilde,LL,Volwassene,
2860,Sint-Katelijne-Waver,KK,Jongeren -18,
2430,VORST-LAAKDAL,B,Volwassene,
3600,Genk,NN,Jongeren -18,
3520,zonhoven,DD,Volwassene,
2430 ,Laakdal ,GG,Jongeren -18,
3510,Spalbeek,S,Jongeren -21,
3660,Oudsbergen,PP,Kind (-12j),
3670,Oudsbergen,CC,Volwassene,
3640,Kinrooi,S,Volwassene,
3511,Kuringen,M,Kind (-12j),
3940,Hechtel-Eksel,Q1,Jongeren -21,
3583,beringen,R,Volwassene,
3770,Riemst,S,Volwassene,
3740,Bilzen,DD,Volwassene,
3630,Maasmechelen,O,Volwassene,
3680,maaseik,Q1,Volwassene,
3620,lanaken ,S,Jongeren -21,
3971,Heppen,T,NA Volw.,
3630,maasmechelen,U,Volwassene,
3530,houthalen,OO,Volwassene,
3520,Zonhoven ,S,Volwassene,
3960,Tongerlo,QQ,Volwassene,
3960,Tongerlo,QQ,Volwassene,
3500,Hasselt,T,Volwassene,
2430,Laakdal,MM,NA Volw.,
3600,Genk,TT,Volwassene,
3740,Bilzen,H,Jongeren -18,
3630,Maasmechelen,QQ,Volwassene,
3630,maasmechelen,R,Volwassene,
3660,Oudsbergen,T,Volwassene,
3990,Peer,L,Volwassene,
3990,Peer,R,Jongeren -21,
3680,Maaseik,RR,NA  Jong. -18,
3840,Borgloon,M,NA Volw.,
3740,Bilzen,T,Jongeren -21,
3630,Maasmechelen,R,Volwassene,
2450,Meerhout,MM,Volwassene,
3290,Schaffen-Diest,L,Volwassene,
3940,Hechtel,FF,Jongeren -18,
2400,Mol,BB,Volwassene,
3600,genk,Z2,Volwassene,
3600,genk,Z2,Volwassene,
3600,genk,Z2,Volwassene,
3600,Genk,Z2,Jongeren -18,
3460,Bekkevoort,DD,Jongeren -18,
3620,Lanaken,II,NA Volw.,
3680,Maasmechelen,II,Volwassene,
3740,Eigenbilzen,T,NA Volw.,
3960,Bree,OO,Jongeren -18,
3990,Peer,HH,Volwassene,
3670,Oudsbergen,BB,Volwassene,
3670,Oudsbergen,BB,Volwassene,
3600,Genk,S,Volwassene,
3600,Genk,TT,Volwassene,
3520,Zonhoven,DD,Volwassene,
3580,Beringen,T,Volwassene,
3600,genk,RR,Volwassene,
3670,Oudsbergen,T,NA Volw.,
3600,Genk,CC,Volwassene,
2990,Wuustwezel,LL,Volwassene,
3621,Rekem,M,Volwassene,
3520,zonhoven,H,Volwassene,
3590,Diepenbeek,N,Volwassene,
3500,Hasselt,R,Volwassene,
3830,wellen,FF,Volwassene,
3830,Wellen,FF,Volwassene,
3500,Hasselt,DD,Volwassene,
3700,Tongeren,NN,Volwassene,
3000,Leuven,OO,Volwassene,
3520,Zonhoven,QQ,Volwassene,
3560,Lummen,GG,NA Volw.,
3950,Bocholt,K,Volwassene,
3600,Genk,SS,NA Volw.,
3730,Hoeselt,MM,Volwassene,
3550,Heusden-Zolder,U,Volwassene,
2440,Geel,K,Volwassene,
3690,Zutendaal,TT,Volwassene,
3670,Meeuwen,CC,Volwassene,
3270,Scherpenheuvel,HH,Volwassene,
3690,Zutendaal,TT,Volwassene,
3920,Lommel ,BB,NA Volw.,
3650,Dilsen-Stokkem,J,Volwassene,
3530,Houthalen-helchteren,R,Volwassene,
3650,Stokkem,Q1,NA Volw.,
3600,Genk,CC,Volwassene,
3290,Diest,MM,Jongeren -18,
3680,Neeroeteren,TT,Volwassene,
3680,Neeroeteren,TT,Volwassene,
5630,Cerfontaine,Q1,Volwassene,
3600,Genk,JJ,NA Volw.,
3700,TONGEREN,SS,Volwassene,
3582,Beringen,MM,Volwassene,
3700,tongeren,R,NA Volw.,
3650,Dilsen-stokkem,T,Volwassene,
3620,Lanaken,NN,Volwassene,
3530,Helchteren,S,Volwassene,
3500,Hasselt,R,Volwassene,
3700,Tongeren,T,Volwassene,
3530,Houthalen,CC,Volwassene,
3930,Hamont-Achel,S,Volwassene,
3700,tongeren,R,Jongeren -21,
3620,Lanaken,R,Volwassene,
3960,Bree,K,Volwassene,
3500,Hasselt,QQ,Volwassene,
3530,Houthalen,R,Volwassene,
3600,Genk,G,Volwassene,
3650,Rotem,Q1,NA Volw.,
3600,Genk,R,Volwassene,
3680,Maaseik,CC,Volwassene,
3680,Maaseik,SS,Volwassene,
3600,Genk,T,Jongeren -21,
3620,Lanaken,R,Volwassene,
3740,Bilzen,R,NA Jongeren -21,
3621,Rekem,S,Volwassene,
3540,Donk,L,Volwassene,
3660,Oudsbergen,F,Volwassene,
3930,Hamont,T,NA Volw.,
3740,bilzen,L,Volwassene,
3630,Maasmechelen,TT,Volwassene,
3670,Oudsbergen,GG,Volwassene,
3600,Genk,M,Volwassene,
3530,Helchteren,T,Jongeren -21,
3530,Houthalen,I,Volwassene,
3960,Bree,RR,Volwassene,
2450,Meerhout,BB,Volwassene,
3971,heppen,Z6,Volwassene,
3971,heppen,Z6,Volwassene,
3971,Heppen,R,NA Jongeren -21,
3680,Neeroeteren ( Maaseik ),G,Volwassene,
3590,Diepenbeek,R,Volwassene,
3960,Bree,DD,Volwassene,
3520,Zonhoven,T,Volwassene,
3600,Genk,BAOW,NA Mindervalide,
3950,bocholt,MM,Volwassene,
3740,Bilzen,C,Jongeren -18,
3530,Houthalen-Helchteren,QQ,Volwassene,
3511,Hasselt,OO,Kind (-12j),
3680 ,Maaseik,S,Volwassene,
3910,Neerpelt,R,Jongeren -21,
3910,Neerpelt,Q1,Volwassene,
3550,Heusden-Zolder,QQ,Kind (-12j),
3650,Dilsen-Stokkem,U,Volwassene,
3806,Velm,R,NA Volw.,
3630,Maasmechelen,K,Volwassene,
3590,diepenbeek,BB,Volwassene,
3680,Maaseik,BAOW,Minder validen,
3680,Maaseik,QQ,Volwassene,
3582,Koersel,R,Volwassene,
3690,Zutendaal,TT,Kind (-12j),
3730,Hoeselt,EE,Jongeren -18,
3510,Hasselt,NN,Volwassene,
3200,Aarschot,S,Volwassene,
3630,Maaslechelen,Q1,NA Volw.,
3620,Lanaken,Z3,Volwassene,
3700,Tongeren,JJ,NA Volw.,
3500,Hasselt,T,Volwassene,
3930,hamont,SS,Volwassene,
2300,Turnhout,Q1,Volwassene,
3650,Dilsen stokkem,Q1,Volwassene,
3630,Maasmechelen,S,Volwassene,
3300,Tienen,S,Volwassene,
3670,oudsbergen,NN,Volwassene,
3001,Heverlee,II,Volwassene,
3582,Koersel,II,Scheids. +18,
2530,Boechout,I,Volwassene,
3940,Hechtel-Eksel,CC,Volwassene,
3590,Diepenbeek,LL,NA  Jong. -18,
3500,Hasselt,R,Volwassene,
3545,Halen,R,Volwassene,
3590,Diepenbeek,OO,Volwassene,
3300,Vissenaken,KK,Volwassene,
3940,Hechtel-Eksel,HH,Volwassene,
3665,As,EE,Volwassene,
3730,Hoeselt,R,Volwassene,
9120,Melsele ,RR,Volwassene,
3560,Lummen,S,Volwassene,
3590,Diepenbeek,GG,Volwassene,
2950,Kapellen,MM,Volwassene,
3640,Kinrooi,LL,Volwassene,
3940,Hechtel-Eksel,TT,Volwassene,
3900,Overpelt,SS,Volwassene,
2621,Rekem,S,Volwassene,
3600,Genk,H,Volwassene,
3950,Bocholt,H,Volwassene,
3290,Schaffen-Diest,L,Volwassene,
3290,Schaffen-Diest,L,Jongeren -18,
3590,Diepenbeek,N,Volwassene,
3680,Maaseik,S,Volwassene,
3630,Maasmechelen,GG,NA  Jong. -18,
3600,Genk,S,Jongeren -21,
3730,Hoeselt,R,Jongeren -21,
3530,helchteren,NN,Volwassene,
3630,Maasmechelen,HH,Volwassene,
3740,Bilzen,HH,Volwassene,
3910,Neerpelt,Z6,Volwassene,
3650,Lanklaar,I,Volwassene,
3840,Borgloon,MM,Volwassene,
3840,Borgloon,MM,Volwassene,
3950,Kaulille ,FF,Volwassene,
3530,Houthalen-Helchteren,C,Volwassene,
3970,LEOPOLDSBURG,II,Volwassene,
3530,helchteren,PP,Volwassene,
3740,bilzen,S,Volwassene,
3620,Lanaken,S,Jongeren -21,
3630,Maasmechelen ,S,Volwassene,
3950,bocholt,JJ,Volwassene,
3665,AS,J,Volwassene,
3740,Bilzen,R,Volwassene,
3500,Hasselt,LL,NA Volw.,
3660,Oudsbergen,O,Volwassene,
3550,Heusden-zolder,HH,Volwassene,
3940,Hechtel-Eksel,L,Volwassene,
3980,Tessenderlo,R,Volwassene,
3650,Dilsen,NN,Volwassene,
3680,Maaseik,S,Volwassene,
3630,Maasmechelen,R,Jongeren -21,
3583,Paal,Z2,Volwassene,
3920,Lommel ,T,Jongeren -21,
3970,Leopoldsburg,T,NA Volw.,
3530,Houthalen,O,Volwassene,
3590,diepenbeek,Q1,Volwassene,
Bilzen,3740,LL,NA Volw.,
3620,Lanaken ,O,Volwassene,
3665,AS,NN,Volwassene,
3740,Beverst,OO,Volwassene,
3600,GENK,OO,Volwassene,
3500,Hasselt,PP,Volwassene,
3530,Oudsbergen ,R,NA Volw.,
3520,Zonhoven,T,Volwassene,
3520,Zonhoven,EE,Volwassene,
3520,zonhoven,T,Volwassene,
3583,Paal/Beringen,C,Volwassene,
3620,lanaken,NN,NA Volw.,
3970,Leopoldsburg ,RR,Volwassene,
3600,Genk,Z3,Volwassene,
3582,KOERSEL,T,Volwassene,
3930,Achel,R,Volwassene,
2627,Schelle,Z7,NA Volw.,
3650,Dilsen-Stokkem,MM,Volwassene,
3770,MEMBRUGGEN,E,NA Volw.,
3630,Maasmechelen ,CC,NA Volw.,
3920,LOMMEL,QQ,Volwassene,
3945,Ham,R,Volwassene,
3600,Genk,R,Volwassene,
3630,Maasmechelen,QQ,Volwassene,
2490,balen,R,Volwassene,
3650,Dilsen-Stokkem,LL,Volwassene,
3640,Kinrooi,T,NA Volw.,
3665,as,RR,Volwassene,
3600,Genk,TT,Volwassene,
3510,Kermt,T,Jongeren -21,
3545,Halen,TT,Volwassene,
3660,Oudsbergen,T,Volwassene,
3500,Hasselt,S,Volwassene,
3600,Genk,TT,Volwassene,
3740,Bilzen,MM,Volwassene,
3630,Maasmechelen,K,Volwassene,
3590,Diepenbeek,OO,Volwassene,
3540,Herk De Stad,T,Volwassene,
3111,Wezemaal,L,Volwassene,
3290,Schaffen-Diest,S,Jongeren -21,
3560,Lummen,S,Jongeren -21,
3665,As,SS,Volwassene,
2235,Westmeerbeek,S,Volwassene,
3665,As,J,Volwassene,
3600,Genk,MM,Volwassene,
3680,Neeroeteren,OO,Volwassene,
3530,Helchteren,RR,Volwassene,
3520,Zonhoven,PP,Volwassene,
3910,Sint-Huibrechts-Lille,TT,Volwassene,
3550,Zolder,H,Volwassene,
3730,Hoeselt,TT,Jongeren -18,
3550,Heusden-Zolder,NN,Volwassene,
3550,Heusden-Zolder,NN,Jongeren -18,
3550,Heusden-Zolder,NN,Jongeren -18,
3640,Kinrooi ,R,Volwassene,
2250,Olen,R,Volwassene,
3690,Zutendaal,KK,Volwassene,
3970,Leopoldsburg,GG,Volwassene,
3530,Houthalen,F,Volwassene,
2200,Herentals,D,Volwassene,
3650,Dilsen-Stokkem,KK,Jongeren -18,
3560,Lummen,R,Volwassene,
3520,Zonhoven,CC,Volwassene,
3530,Helchteren,OO,Volwassene,
3590,diepenbeek,L,Volwassene,
2470,Retie,M,Jongeren -18,
2470,Retie,M,Jongeren -18,
3590,Diepenbeek,GG,Volwassene,
3660,Oudsbergen,G,Jongeren -18,
3581,Beverlo,NN,Kind (-12j),
3740,bilzen,KK,Volwassene,
3665,As,J,Kind (-12j),
3665,As,J,Kind (-12j),
3500,Hasselt,RR,Kind (-12j),
3724,Kortessem,D,Kind (-12j),
3530,Houthalen,CL1,Volwassene,
3582,Koersel,QQ,Volwassene,
3582,Koersel,QQ,Volwassene,
3600,Genk,L,Kind (-12j),
3583,Paal,S,Volwassene,
3520,Zonhoven,S,Jongeren -21,
3665,As,QQ,Jongeren -18,
3890,Gingelom,C,Jongeren -18,
3665,As,DD,Jongeren -18,
3665,As,DD,Kind (-12j),
3600,Genk,LL,Kind (-12j),
3630,Meeswijk,RR,Jongeren -18,
3940,Hechtel-Eksel,EE,Volwassene,
3600,Genk,CL3,Volwassene,
3870,Mechelen-bovelingen,R,Volwassene,
3530,Houthalen,OO,Volwassene,
3680,Maaseik,TT,Kind (-12j),
3960,Bree,TT,Volwassene,
3530,Houthalen,H,Volwassene,
2440,Geel,K,Jongeren -18,
3530,houthalen-helchteren,T,Jongeren -21,
3970,Leopoldsburg,HH,Volwassene,
2900,Schoten,BB,Volwassene,
3900,Overpelt,NN,Volwassene,
3500,hasselt,HH,Volwassene,
3500,hasselt,HH,Volwassene,
3500,Hasselt,Z5,Volwassene,
3500,Hasselt,Z5,Volwassene,
3500,Hasselt,II,Volwassene,
3590,Diepenbeek,II,Volwassene,
3590,Diepenbeek,II,Volwassene,
3590,Diepenbeek,II,Volwassene,
2440,Geel,CC,Minder validen,
3600,Genk,S,Kind (-12j),
3770,RIemst,S,Volwassene,
3770,Riemst,S,Volwassene,
3770,Riemst,S,Volwassene,
3630,Maasmechelen,II,Jongeren -18,
3630,Maasmechelen,II,Jongeren -18,
3660,Oudsbergen,J,Kind (-12j),
3950,Kaulille,S,Jongeren -21,
3910,SINT-HUIBRECHTS-LILLE,J,Kind (-12j),
3583,Paal,LL,Volwassene,
3520,Zonhoven,DD,Kind (-12j),
3520,Zonhoven,DD,Volwassene,
2200,Herentals,D,Volwassene,
2200,Herentals,D,Jongeren -18,
3600,Genk,EE,Kind (-12j),
3600,Genk,SS,Jongeren -18,
2920,Kalmthout,C,Jongeren -18,
3980,Tessenderlo,RR,Kind (-12j),
3583,Paal,LL,Jongeren -18,
3530,Houthalen,BB,Jongeren -18,
3670,Oudsbergen,CC,Kind (-12j),
3690,Zutendaal,NN,Volwassene,
3690,Zutendaal,NN,Volwassene,
3545,Halen,TT,Volwassene,
3511,Kuringen,DD,Volwassene,
3520,Zonhoven,FF,Volwassene,
3600,Genk,TT,Jongeren -18,
3511,Kuringen,GG,Jongeren -18,
3600,Genk,C,Jongeren -18,
3800,Zepperen,D,Volwassene,
3960,Opitter-Bree,S,Jongeren -21,
3640,Kinrooi,T,Volwassene,
3600,Genk,UU,Volwassene,
3583,Paal,PP,Volwassene,
3511,Kuringen,HH,Volwassene,
3520,Zonhoven,T,Volwassene,
3700,tongeren,S,Volwassene,
3680,Opoeteren,R,Scheids. +18,
3580,Beringen,S,Volwassene,
3583,Paal,S,Volwassene,
3670,Oudsbergen,II,Volwassene,
3670,Oudsbergen,II,Kind (-12j),
2490,Balen,SS,Jongeren -18,
3520,Zonhoven,PP,Jongeren -18,
3960,Bree,CC,Volwassene,
3660,Oudsbergen,II,Jongeren -18,
3570,Alken,HH,Kind (-12j),
3670,Oudsbergen,LL,Jongeren -18,
